province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2018-11-03,14.17,21.5,5.68,4.93,0.24,63.76,-0.08,-1.26,273.56,51.51,79162.15,32,一级
甘肃省,2018-11-04,11.32,16.27,4.41,4.6,0.23,61.12,-0.97,-1.92,270.91,57.24,79334.33,31,一级
甘肃省,2018-11-05,11.56,16.18,5.4,5.41,0.26,60.27,-1.73,-1.45,269.43,61.86,79408.95,31,一级
甘肃省,2018-11-06,13.28,18.95,6.61,6.24,0.27,60.94,0.15,-0.62,269.39,59.74,79464.77,31,一级
甘肃省,2018-11-07,15.65,22.26,5.79,7.45,0.31,59.12,4.13,-0.05,270.63,55.8,79256.51,30,一级
甘肃省,2018-11-08,14.43,23.15,4.63,8.39,0.33,60.39,4.0,-0.02,274.15,33.83,78794.18,31,一级
甘肃省,2018-11-09,16.41,25.98,5.82,7.73,0.32,57.5,1.5,0.25,273.99,44.81,78825.48,29,一级
甘肃省,2018-11-10,13.12,22.97,4.7,7.46,0.28,60.23,1.97,-0.11,273.09,51.36,79051.5,31,一级
甘肃省,2018-11-11,17.45,28.87,5.1,10.09,0.4,58.76,2.03,1.46,274.48,42.89,79008.15,30,一级
甘肃省,2018-11-12,18.92,31.5,5.67,10.79,0.43,59.78,1.91,2.08,275.16,44.76,78821.47,32,一级
甘肃省,2018-11-13,20.0,34.45,6.71,9.0,0.41,57.67,1.43,0.68,273.57,52.75,78597.5,35,一级
甘肃省,2018-11-14,17.77,31.05,5.29,5.68,0.3,55.59,0.09,-1.01,268.9,65.41,79014.27,32,一级
甘肃省,2018-11-15,13.65,23.09,5.27,5.69,0.26,57.1,-0.91,-1.19,267.52,63.09,79270.87,29,一级
甘肃省,2018-11-16,13.93,21.12,6.4,7.1,0.29,55.12,-0.64,-0.78,266.43,64.62,79250.08,28,一级
甘肃省,2018-11-17,14.28,21.13,5.58,7.31,0.32,57.96,3.38,-1.49,265.59,63.69,79191.67,29,一级
甘肃省,2018-11-18,13.64,23.3,4.47,8.59,0.33,60.91,4.29,1.06,267.63,46.24,78907.05,31,一级
甘肃省,2018-11-19,15.14,24.21,5.14,9.69,0.41,55.81,5.28,0.25,269.86,39.57,78860.95,28,一级
甘肃省,2018-11-20,12.48,20.24,4.74,7.24,0.32,56.81,3.02,-1.83,267.6,54.72,79168.46,29,一级
甘肃省,2018-11-21,9.88,17.51,3.68,7.83,0.3,66.53,3.23,0.17,268.43,38.86,79330.86,34,一级
甘肃省,2018-11-22,13.4,23.97,5.72,10.93,0.41,58.82,5.03,0.84,271.86,34.64,79129.18,30,一级
甘肃省,2018-11-23,15.8,29.53,6.26,11.72,0.48,55.99,4.37,-0.32,273.8,30.54,79004.21,30,一级
甘肃省,2018-11-24,17.12,30.73,5.56,11.0,0.46,54.53,3.93,-0.74,273.36,33.05,79406.52,31,一级
甘肃省,2018-11-25,23.83,35.23,4.8,10.95,0.46,60.57,5.26,0.29,275.25,29.95,79050.58,36,一级
甘肃省,2018-11-26,37.13,92.03,3.23,7.04,0.34,57.14,2.53,-1.66,270.98,44.83,79459.48,72,二级
甘肃省,2018-11-27,29.27,101.73,4.5,9.79,0.43,55.2,4.07,0.81,272.67,39.53,79179.83,76,二级
甘肃省,2018-11-28,23.87,68.32,5.49,11.52,0.49,53.75,4.67,-0.6,274.73,34.47,79190.47,60,二级
甘肃省,2018-11-29,19.61,43.65,5.18,11.18,0.48,54.11,1.7,0.35,274.69,38.07,79239.75,44,一级
甘肃省,2018-11-30,19.83,42.15,6.49,13.18,0.5,52.08,2.8,-0.64,272.61,53.53,79303.53,43,一级
甘肃省,2018-12-01,19.55,31.43,6.11,10.95,0.45,56.99,4.06,1.46,272.78,49.96,78605.21,32,一级
甘肃省,2018-12-02,45.58,94.94,3.54,5.75,0.32,62.49,3.81,-1.41,266.37,58.84,78734.2,73,二级
甘肃省,2018-12-03,30.3,105.37,3.28,4.17,0.26,62.6,3.71,-1.69,264.21,54.62,79004.02,78,二级
甘肃省,2018-12-04,18.98,62.12,4.19,5.65,0.28,60.15,3.62,0.95,265.05,44.57,78881.4,57,二级
甘肃省,2018-12-05,15.92,50.95,4.28,5.32,0.3,59.61,5.13,-2.56,263.6,57.5,79013.91,51,二级
甘肃省,2018-12-06,10.94,23.27,3.78,4.98,0.28,60.3,0.08,-1.08,260.97,51.82,79271.3,31,一级
甘肃省,2018-12-07,13.85,24.98,6.76,7.44,0.35,55.01,-2.49,0.72,260.2,55.18,79224.42,28,一级
甘肃省,2018-12-08,15.95,27.67,8.67,8.96,0.38,47.0,-0.65,1.35,260.39,61.52,79056.25,28,一级
甘肃省,2018-12-09,20.68,33.45,6.94,8.41,0.42,48.13,2.73,0.74,263.51,53.45,78860.38,34,一级
甘肃省,2018-12-10,19.64,34.95,6.8,8.15,0.42,50.05,0.2,-1.06,263.1,54.89,79166.2,35,一级
甘肃省,2018-12-11,16.5,30.08,5.24,9.13,0.38,52.77,-1.24,0.48,262.84,51.27,79372.42,31,一级
甘肃省,2018-12-12,23.1,37.45,7.56,11.55,0.5,54.73,0.02,1.04,264.77,48.08,79278.48,38,一级
甘肃省,2018-12-13,26.12,40.87,9.47,11.46,0.53,56.77,0.58,1.07,266.15,48.4,79249.85,41,一级
甘肃省,2018-12-14,26.53,43.87,10.51,12.82,0.56,51.78,2.53,0.98,266.24,53.62,79227.66,44,一级
甘肃省,2018-12-15,20.51,27.98,6.81,8.15,0.36,54.74,5.03,-1.47,266.46,47.69,79523.37,30,一级
