province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2016-01-02,18.67,31.99,13.65,13.15,0.7,52.99,4.1,-0.91,270.49,31.34,79114.26,32,一级
甘肃省,2016-01-03,17.53,30.75,11.83,12.54,0.62,52.69,3.05,-1.32,268.61,39.71,79090.15,31,一级
甘肃省,2016-01-04,15.46,27.84,10.84,11.04,0.58,49.91,1.66,-1.25,267.05,51.39,79038.27,28,一级
甘肃省,2016-01-05,16.34,27.11,9.7,9.57,0.5,45.59,1.55,-0.2,266.26,56.26,78895.98,28,一级
甘肃省,2016-01-06,21.4,33.65,10.64,11.26,0.58,46.14,1.43,-0.67,266.48,58.17,79307.51,34,一级
甘肃省,2016-01-07,19.52,29.46,9.85,10.74,0.57,50.49,0.28,0.24,266.64,52.53,79262.67,30,一级
甘肃省,2016-01-08,25.99,38.33,11.94,11.56,0.65,51.82,0.6,0.51,267.02,51.9,78897.18,39,一级
甘肃省,2016-01-09,27.01,41.76,13.18,11.64,0.71,54.1,1.11,-0.3,267.07,53.97,78811.34,42,一级
甘肃省,2016-01-10,21.23,35.94,11.54,10.81,0.56,50.48,-0.82,-0.81,264.76,62.86,78990.47,36,一级
甘肃省,2016-01-11,13.99,24.23,8.43,7.74,0.44,48.78,0.21,0.2,262.81,66.75,78812.34,25,一级
甘肃省,2016-01-12,18.55,27.81,9.91,7.98,0.49,48.4,-0.29,-0.93,261.76,65.17,79058.46,28,一级
甘肃省,2016-01-13,20.21,29.11,11.1,9.61,0.56,50.92,1.48,-1.05,262.26,56.52,79044.17,30,一级
甘肃省,2016-01-14,17.95,25.98,11.51,11.04,0.56,53.61,4.49,-0.84,264.34,48.33,78789.52,27,一级
甘肃省,2016-01-15,18.74,30.04,11.39,12.77,0.63,53.63,5.56,-0.34,266.17,51.0,78323.96,31,一级
甘肃省,2016-01-16,18.06,32.76,11.32,10.81,0.64,53.48,4.37,-1.96,264.22,61.28,78535.87,33,一级
甘肃省,2016-01-17,10.97,24.76,6.58,7.58,0.45,56.58,2.46,-1.31,263.95,54.61,78613.94,29,一级
甘肃省,2016-01-18,12.73,22.72,8.09,8.85,0.49,54.34,-0.42,-0.17,263.82,50.01,78698.4,28,一级
甘肃省,2016-01-19,18.0,32.98,11.36,9.81,0.53,48.15,1.73,0.5,263.09,64.46,78652.03,33,一级
甘肃省,2016-01-20,15.73,28.88,9.53,8.68,0.49,50.28,2.53,-0.32,262.22,67.24,78840.04,29,一级
甘肃省,2016-01-21,13.95,26.71,8.2,7.63,0.5,54.48,0.97,-1.39,260.55,66.43,78887.4,28,一级
甘肃省,2016-01-22,6.12,11.33,4.82,3.06,0.3,60.2,3.58,-4.34,255.1,63.19,79680.14,31,一级
甘肃省,2016-01-23,4.95,10.98,4.04,3.37,0.33,64.2,2.81,-3.9,255.06,54.51,79925.56,33,一级
甘肃省,2016-01-24,8.42,13.1,6.58,5.84,0.42,63.37,0.2,-0.87,255.69,49.81,79862.35,32,一级
甘肃省,2016-01-25,14.0,20.79,9.91,9.63,0.58,61.43,2.18,-0.19,258.72,43.74,79252.93,31,一级
甘肃省,2016-01-26,16.84,25.74,11.32,9.88,0.64,60.88,1.42,1.01,261.08,44.08,78650.36,31,一级
甘肃省,2016-01-27,22.09,32.24,12.89,9.76,0.62,56.49,1.71,0.99,262.04,53.67,78379.62,33,一级
甘肃省,2016-01-28,26.23,35.8,13.41,12.01,0.69,53.59,2.44,0.28,263.51,55.04,78590.88,38,一级
甘肃省,2016-01-29,28.52,38.92,14.83,12.3,0.69,53.29,0.88,1.05,263.78,56.71,78684.43,41,一级
甘肃省,2016-01-30,31.66,50.38,13.57,10.76,0.62,49.7,-1.27,0.08,261.26,65.56,78825.24,51,二级
甘肃省,2016-01-31,18.59,32.44,11.99,6.92,0.47,53.73,-1.55,-0.59,258.94,68.04,79370.46,33,一级
甘肃省,2016-02-01,20.29,32.63,12.24,9.43,0.52,52.79,-0.19,0.57,260.85,63.23,79410.34,33,一级
甘肃省,2016-02-02,23.24,36.41,10.68,10.6,0.59,54.05,1.01,1.06,263.11,59.32,79021.46,37,一级
甘肃省,2016-02-03,26.56,42.9,13.52,11.11,0.68,51.69,2.17,-0.27,262.81,72.57,78979.45,43,一级
甘肃省,2016-02-04,18.06,31.49,9.61,8.45,0.53,55.86,2.47,-1.2,262.6,64.54,79213.65,32,一级
甘肃省,2016-02-05,11.65,20.71,6.31,5.92,0.37,55.01,1.86,-2.08,262.39,58.77,79603.63,28,一级
甘肃省,2016-02-06,11.22,20.42,7.67,7.53,0.44,56.09,5.6,-2.56,264.8,47.73,79707.23,29,一级
甘肃省,2016-02-07,12.0,19.89,8.98,7.08,0.45,65.41,4.64,-1.31,268.99,31.05,79266.7,33,一级
甘肃省,2016-02-08,19.56,28.83,14.98,8.76,0.56,62.39,2.62,0.18,270.12,31.74,78855.11,32,一级
甘肃省,2016-02-09,18.71,27.8,12.77,8.43,0.59,59.21,1.93,1.18,271.55,36.57,78510.99,30,一级
甘肃省,2016-02-10,22.79,32.96,14.54,9.12,0.65,58.23,1.84,1.2,271.78,42.65,78090.13,33,一级
甘肃省,2016-02-11,24.61,41.69,11.17,7.22,0.59,59.37,-0.36,-1.4,268.14,60.29,78222.91,42,一级
甘肃省,2016-02-12,12.6,31.79,5.44,3.19,0.33,63.11,1.25,-4.11,261.29,68.86,78782.97,32,一级
甘肃省,2016-02-13,6.91,15.19,5.0,2.98,0.29,67.23,0.45,-2.88,259.85,52.94,79225.32,34,一级
甘肃省,2016-02-14,9.23,15.51,6.92,4.58,0.36,62.44,-0.4,-0.87,260.85,46.14,79461.7,32,一级
甘肃省,2016-02-15,11.76,18.21,8.7,6.11,0.43,59.4,-0.29,-0.16,262.93,39.88,79437.07,30,一级
甘肃省,2016-02-16,13.67,22.2,9.14,7.7,0.49,58.87,1.49,0.27,265.09,37.65,79292.44,30,一级
甘肃省,2016-02-17,15.45,29.0,9.52,8.8,0.53,55.19,4.98,-0.34,267.2,40.49,79108.53,30,一级
甘肃省,2016-02-18,17.98,63.98,6.29,5.82,0.42,57.24,5.84,-3.44,265.48,48.11,79244.29,57,二级
甘肃省,2016-02-19,15.92,93.34,3.91,2.89,0.26,65.98,4.28,-4.54,263.66,40.54,79690.24,72,二级
甘肃省,2016-02-20,17.34,71.36,6.71,5.86,0.37,60.33,2.59,0.63,266.9,31.74,78966.45,61,二级
甘肃省,2016-02-21,21.45,61.46,9.75,8.32,0.47,51.98,4.15,-1.01,267.09,51.48,78687.88,56,二级
甘肃省,2016-02-22,19.4,59.23,7.77,6.27,0.41,58.98,2.33,-1.47,266.83,54.3,79171.12,55,二级
甘肃省,2016-02-23,15.86,43.23,7.79,6.68,0.42,62.07,2.0,-0.25,266.62,55.16,79549.0,44,一级
甘肃省,2016-02-24,14.26,34.89,7.64,7.18,0.47,66.94,3.33,-0.56,267.58,52.97,79599.74,35,一级
甘肃省,2016-02-25,9.54,24.39,5.93,6.41,0.39,69.95,4.05,-2.11,269.1,46.5,79740.33,35,一级
甘肃省,2016-02-26,10.96,29.93,6.3,7.07,0.4,73.48,5.55,-1.59,271.69,31.6,79430.1,37,一级
甘肃省,2016-02-27,17.22,46.66,4.67,5.87,0.36,71.53,6.86,-3.53,272.74,29.31,79401.92,47,一级
甘肃省,2016-02-28,15.39,48.72,4.63,5.44,0.34,66.87,3.85,-3.27,273.67,32.5,79691.52,49,一级
甘肃省,2016-02-29,13.97,37.45,8.42,8.53,0.48,71.26,1.7,0.69,275.18,29.9,79312.99,38,一级
甘肃省,2016-03-01,16.51,37.34,10.77,9.01,0.51,66.45,2.29,-1.56,273.44,45.94,79282.83,38,一级
甘肃省,2016-03-02,12.29,28.18,7.17,8.11,0.43,70.12,4.42,0.36,275.43,33.32,79072.71,36,一级
甘肃省,2016-03-03,18.25,35.97,8.53,9.97,0.5,67.49,5.14,-0.4,275.51,32.7,78774.61,36,一级
甘肃省,2016-03-04,23.54,68.3,4.12,6.11,0.34,71.31,3.49,-4.16,268.45,49.47,79201.72,60,二级
甘肃省,2016-03-05,20.6,69.2,5.27,5.64,0.33,69.66,3.75,-1.07,271.04,35.52,78826.38,60,二级
甘肃省,2016-03-06,23.61,76.64,6.53,7.85,0.44,63.96,3.7,-1.38,274.38,34.27,78615.41,64,二级
甘肃省,2016-03-07,20.68,61.84,6.33,7.07,0.41,61.77,1.29,-1.43,273.61,40.12,78674.73,56,二级
甘肃省,2016-03-08,23.73,62.52,8.99,7.91,0.49,61.47,-0.34,-0.73,271.42,52.6,78729.69,57,二级
甘肃省,2016-03-09,19.34,52.51,7.82,5.49,0.45,63.08,-2.93,-1.7,265.37,70.96,79268.65,52,二级
甘肃省,2016-03-10,13.77,27.01,8.28,5.91,0.37,63.79,-0.4,0.0,266.46,47.73,79242.93,32,一级
甘肃省,2016-03-11,19.51,44.5,8.05,7.74,0.41,62.24,3.38,0.26,271.35,42.24,78633.13,45,一级
甘肃省,2016-03-12,19.93,53.21,5.79,6.16,0.38,63.03,0.97,-2.78,270.67,52.79,78593.21,52,二级
甘肃省,2016-03-13,10.66,25.73,4.67,5.88,0.33,66.36,-1.82,0.68,271.37,39.62,78840.01,34,一级
甘肃省,2016-03-14,16.71,37.43,9.09,8.13,0.43,65.85,0.24,1.58,274.0,44.72,78523.95,38,一级
甘肃省,2016-03-15,19.98,37.74,8.8,8.77,0.5,67.3,-0.26,1.19,275.32,47.57,78328.33,38,一级
甘肃省,2016-03-16,30.72,51.78,8.21,6.96,0.49,64.59,3.75,-0.63,275.04,54.3,78518.8,51,二级
甘肃省,2016-03-17,30.76,65.94,5.51,8.81,0.43,67.72,1.75,1.39,277.48,37.44,78412.66,58,二级
甘肃省,2016-03-18,23.13,48.71,6.82,9.7,0.44,69.99,0.55,1.52,280.21,25.5,78271.35,49,一级
甘肃省,2016-03-19,37.31,67.58,9.07,8.0,0.44,71.89,-1.76,2.6,279.48,40.71,78349.94,59,二级
甘肃省,2016-03-20,60.26,105.25,11.4,8.21,0.55,70.63,-2.39,2.24,278.58,57.21,78548.19,82,二级
甘肃省,2016-03-21,42.72,69.52,11.63,8.47,0.61,65.44,-0.39,1.47,277.44,65.36,78599.36,60,二级
甘肃省,2016-03-22,33.71,56.2,8.52,7.08,0.58,61.99,0.46,-3.35,274.8,77.81,79110.22,54,二级
甘肃省,2016-03-23,20.45,30.09,7.25,4.7,0.46,67.13,1.16,-2.86,273.71,69.5,79603.5,34,一级
甘肃省,2016-03-24,14.8,22.43,5.56,5.06,0.36,70.97,1.57,-1.0,275.05,49.95,79542.66,36,一级
甘肃省,2016-03-25,16.41,23.87,5.35,5.37,0.34,68.72,-1.83,-1.21,275.73,42.6,79439.09,35,一级
甘肃省,2016-03-26,15.17,24.81,6.57,5.87,0.3,72.19,-2.25,-0.18,275.6,34.88,79445.56,37,一级
甘肃省,2016-03-27,23.64,37.9,5.64,7.62,0.35,70.05,0.99,0.59,277.34,35.54,79019.92,38,一级
甘肃省,2016-03-28,16.8,29.28,5.27,7.52,0.35,68.44,0.89,-1.82,277.48,51.34,79096.91,35,一级
甘肃省,2016-03-29,15.99,30.69,5.83,8.72,0.37,68.32,-0.47,1.34,278.12,50.17,78958.81,35,一级
甘肃省,2016-03-30,17.44,34.18,6.28,8.4,0.39,68.98,4.77,0.84,280.18,41.37,78699.42,35,一级
甘肃省,2016-03-31,16.81,35.99,4.95,7.47,0.39,68.91,5.41,-1.37,282.17,39.84,78532.01,36,一级
甘肃省,2016-04-01,14.51,34.76,3.25,5.3,0.31,67.96,-0.29,-0.91,281.73,41.78,78611.88,35,一级
甘肃省,2016-04-02,18.13,36.61,5.2,4.94,0.31,68.01,-3.31,0.05,279.69,52.23,78746.78,37,一级
甘肃省,2016-04-03,16.86,37.33,6.31,5.37,0.36,66.16,-1.13,0.33,279.54,55.86,78870.99,38,一级
甘肃省,2016-04-04,19.19,31.53,6.8,5.85,0.39,65.78,-0.29,-0.3,280.55,55.77,78645.6,33,一级
甘肃省,2016-04-05,17.74,27.0,5.98,6.3,0.4,63.55,-0.33,-0.92,280.11,58.28,78650.63,32,一级
甘肃省,2016-04-06,14.29,21.0,3.65,4.32,0.31,69.02,1.63,-3.28,279.21,52.09,78893.69,35,一级
甘肃省,2016-04-07,12.25,21.32,2.45,5.2,0.29,73.56,-0.48,-1.61,280.42,36.15,79006.66,37,一级
甘肃省,2016-04-08,12.23,21.27,4.05,6.53,0.29,71.02,-2.89,0.3,279.93,39.23,78966.78,36,一级
甘肃省,2016-04-09,13.69,21.44,5.29,6.07,0.33,77.0,-0.38,-0.02,281.44,37.95,78673.22,39,一级
甘肃省,2016-04-10,16.24,27.56,5.8,6.95,0.35,77.68,0.05,-0.09,282.49,38.39,78662.16,39,一级
甘肃省,2016-04-11,19.75,32.74,4.69,5.31,0.34,71.83,1.78,-1.25,280.47,48.97,78714.73,36,一级
甘肃省,2016-04-12,16.24,26.08,2.99,4.48,0.26,71.57,1.45,-3.03,279.34,43.44,78710.52,36,一级
甘肃省,2016-04-13,12.03,21.32,3.12,6.57,0.29,73.54,0.05,-0.36,280.21,40.44,78392.15,37,一级
甘肃省,2016-04-14,12.96,20.31,3.47,4.95,0.26,74.59,0.74,-0.78,279.74,50.88,78532.16,38,一级
甘肃省,2016-04-15,18.16,22.81,2.9,2.76,0.24,72.31,1.97,-3.4,277.18,63.62,78770.7,37,一级
甘肃省,2016-04-16,13.27,18.13,1.98,3.29,0.22,77.37,2.63,-3.64,275.75,52.56,78955.88,39,一级
甘肃省,2016-04-17,8.68,12.67,1.7,3.27,0.19,92.21,3.49,-1.85,277.29,27.55,78926.28,47,一级
甘肃省,2016-04-18,19.33,28.6,2.97,6.78,0.27,82.81,4.74,0.49,282.09,23.73,78313.64,42,一级
甘肃省,2016-04-19,34.46,44.64,3.66,5.05,0.25,73.92,1.32,-2.77,281.21,37.63,78785.41,50,一级
甘肃省,2016-04-20,25.41,32.84,2.22,4.97,0.22,74.17,-1.32,-1.19,281.28,36.53,79049.86,38,一级
甘肃省,2016-04-21,16.85,25.08,3.21,6.89,0.25,78.02,0.09,-1.3,282.21,38.46,78918.76,40,一级
甘肃省,2016-04-22,12.35,19.56,3.27,6.48,0.24,81.09,-1.18,-0.44,282.3,37.69,78566.21,41,一级
甘肃省,2016-04-23,11.86,17.89,3.48,5.83,0.25,87.8,-1.38,0.66,283.07,36.57,78411.77,44,一级
甘肃省,2016-04-24,18.11,27.29,4.38,7.19,0.31,85.36,-0.89,0.64,283.05,45.3,78372.01,43,一级
甘肃省,2016-04-25,20.86,31.66,5.89,4.86,0.33,78.83,1.35,-1.54,280.56,62.33,78619.64,40,一级
甘肃省,2016-04-26,12.05,17.02,3.34,3.59,0.23,85.44,1.57,-2.2,281.17,49.42,78967.64,43,一级
甘肃省,2016-04-27,9.21,14.21,2.87,5.72,0.25,91.86,0.78,-0.67,283.93,30.87,78850.34,46,一级
甘肃省,2016-04-28,11.71,21.29,3.48,6.93,0.26,88.73,0.04,0.69,285.39,29.72,78795.66,45,一级
甘肃省,2016-04-29,19.02,30.03,4.68,6.67,0.29,83.05,1.45,1.53,286.31,33.81,78740.58,42,一级
甘肃省,2016-04-30,38.96,51.37,4.5,5.35,0.27,76.92,4.25,0.05,285.96,40.49,78457.0,55,二级
甘肃省,2016-05-01,29.26,49.73,3.93,4.48,0.25,74.88,2.67,-2.93,280.13,57.74,78669.36,50,一级
甘肃省,2016-05-02,18.14,23.58,1.82,2.78,0.2,77.71,2.46,-2.35,279.07,42.19,78937.48,39,一级
甘肃省,2016-05-03,17.87,29.26,2.22,5.66,0.24,76.62,2.58,-0.69,285.09,32.8,78627.5,39,一级
甘肃省,2016-05-04,20.8,38.72,4.22,5.56,0.3,79.79,0.86,-1.24,286.39,44.3,78458.52,40,一级
甘肃省,2016-05-05,31.22,43.98,2.55,3.3,0.22,73.42,-3.27,-2.08,284.96,42.84,78781.62,45,一级
甘肃省,2016-05-06,35.38,58.49,4.61,4.07,0.26,71.76,-3.92,0.0,282.83,49.73,78842.71,55,二级
甘肃省,2016-05-07,23.97,34.05,4.44,3.92,0.26,75.51,0.44,-0.23,283.92,52.96,78820.51,38,一级
甘肃省,2016-05-08,22.34,33.77,4.29,4.24,0.28,75.01,1.39,-1.15,284.46,49.67,78918.87,38,一级
甘肃省,2016-05-09,14.55,20.1,1.92,3.6,0.24,79.68,3.41,-1.89,286.13,38.56,78910.33,40,一级
甘肃省,2016-05-10,14.32,23.77,2.12,5.87,0.27,82.91,3.5,-0.03,289.46,28.86,78607.94,42,一级
甘肃省,2016-05-11,20.82,35.98,4.33,5.25,0.31,81.34,1.85,-1.64,285.28,52.52,78604.24,41,一级
甘肃省,2016-05-12,30.29,48.88,2.31,2.75,0.2,80.25,-2.35,-1.39,280.65,44.44,78946.94,49,一级
甘肃省,2016-05-13,37.69,52.19,3.78,4.46,0.25,75.22,0.62,-0.68,281.39,45.75,78771.45,54,二级
甘肃省,2016-05-14,47.85,55.73,1.82,2.45,0.2,89.9,-0.13,-4.55,278.9,43.46,79421.74,67,二级
甘肃省,2016-05-15,39.32,50.1,2.18,5.15,0.24,95.88,-1.2,0.32,282.43,21.61,79214.39,56,二级
甘肃省,2016-05-16,42.08,53.66,3.71,6.77,0.29,89.1,0.89,1.32,285.7,27.37,78714.36,59,二级
甘肃省,2016-05-17,34.42,45.73,5.22,5.85,0.32,86.6,0.15,2.0,286.46,38.45,78440.41,50,一级
甘肃省,2016-05-18,43.25,53.84,4.11,5.49,0.3,80.1,0.94,1.51,287.72,41.0,78467.97,61,二级
甘肃省,2016-05-19,33.79,44.61,4.3,4.22,0.3,83.8,1.22,-0.82,285.51,50.55,78651.83,49,一级
甘肃省,2016-05-20,34.91,50.15,3.62,3.02,0.29,83.61,-1.24,-1.09,282.39,56.84,78916.73,51,二级
甘肃省,2016-05-21,20.5,26.88,3.82,3.62,0.31,79.74,-1.53,-0.18,280.79,67.89,79100.26,40,一级
甘肃省,2016-05-22,17.15,21.85,3.78,4.02,0.29,80.87,-0.06,-0.82,279.89,68.21,79199.64,41,一级
甘肃省,2016-05-23,12.21,14.79,2.11,3.14,0.24,90.0,1.34,-0.95,281.72,43.13,78911.74,46,一级
甘肃省,2016-05-24,16.38,24.02,3.28,3.98,0.27,86.42,-0.28,-0.73,283.53,41.22,78533.61,44,一级
甘肃省,2016-05-25,13.84,16.54,1.96,2.58,0.2,89.39,-1.57,-2.68,281.11,48.42,78812.75,45,一级
甘肃省,2016-05-26,16.62,23.1,2.57,4.38,0.26,93.27,-2.16,1.1,283.39,40.14,78661.46,47,一级
甘肃省,2016-05-27,23.28,30.39,3.35,3.78,0.25,95.68,0.78,0.01,285.16,42.9,78539.72,48,一级
甘肃省,2016-05-28,20.81,28.15,3.88,5.35,0.27,90.11,0.93,-0.76,287.57,36.08,78609.33,46,一级
甘肃省,2016-05-29,26.32,34.19,3.18,6.32,0.28,84.52,-0.88,0.87,289.54,29.92,78484.16,43,一级
甘肃省,2016-05-30,26.85,38.39,5.7,4.68,0.33,84.39,-2.22,0.37,288.15,47.68,78328.41,43,一级
甘肃省,2016-05-31,26.07,33.64,4.92,3.62,0.29,80.75,-1.5,-0.95,287.12,59.61,78523.64,41,一级
甘肃省,2016-06-01,27.31,34.66,5.54,4.99,0.31,79.18,-0.47,-0.44,285.54,68.18,78715.3,40,一级
甘肃省,2016-06-02,19.46,26.48,4.2,4.21,0.27,85.27,3.66,-1.78,285.97,54.97,78723.2,43,一级
甘肃省,2016-06-03,15.37,21.1,2.45,4.34,0.22,88.51,4.81,-2.33,288.16,39.69,78635.02,45,一级
甘肃省,2016-06-04,14.72,19.8,1.81,3.81,0.19,89.84,3.39,-3.02,289.78,35.24,78829.35,45,一级
甘肃省,2016-06-05,12.49,17.47,2.52,4.88,0.21,88.74,0.72,-2.47,291.39,29.16,78862.56,45,一级
甘肃省,2016-06-06,14.69,22.3,3.9,4.96,0.23,84.97,-0.47,-1.66,290.14,42.09,78970.16,43,一级
甘肃省,2016-06-07,11.76,15.65,2.61,3.43,0.21,83.23,-0.15,-1.97,289.67,46.24,78952.5,42,一级
甘肃省,2016-06-08,11.16,14.53,2.54,3.42,0.21,83.29,0.27,-1.46,289.74,46.99,78795.46,42,一级
甘肃省,2016-06-09,14.67,19.97,3.3,4.23,0.25,86.03,1.07,-0.97,290.56,43.88,78708.1,44,一级
甘肃省,2016-06-10,13.5,19.67,3.3,4.52,0.23,84.25,1.25,-0.97,291.05,39.52,78683.11,43,一级
甘肃省,2016-06-11,16.14,24.44,3.14,4.26,0.22,84.84,1.17,-1.32,290.48,42.64,78698.15,43,一级
甘肃省,2016-06-12,15.07,22.11,3.39,4.22,0.23,88.47,2.53,-1.48,291.42,38.33,78537.33,45,一级
甘肃省,2016-06-13,21.61,30.75,3.35,4.29,0.24,84.29,2.63,-2.55,291.55,37.26,78436.25,43,一级
甘肃省,2016-06-14,27.93,42.44,1.89,2.73,0.19,80.06,-0.34,-4.46,289.02,37.96,78738.65,43,一级
甘肃省,2016-06-15,17.03,26.86,2.18,3.27,0.19,90.23,-2.23,-1.49,287.76,33.46,78866.18,46,一级
甘肃省,2016-06-16,10.82,16.42,2.48,6.24,0.24,106.34,-0.73,1.47,291.68,23.7,78328.08,56,二级
甘肃省,2016-06-17,14.59,23.38,5.07,6.24,0.27,98.89,-1.89,0.79,293.48,27.85,78172.4,50,一级
甘肃省,2016-06-18,24.89,35.0,6.6,6.13,0.32,86.69,-1.67,0.24,292.99,41.58,78455.03,44,一级
甘肃省,2016-06-19,22.07,28.62,4.41,4.63,0.29,83.85,0.01,-0.99,292.57,45.03,78600.86,42,一级
甘肃省,2016-06-20,19.63,24.7,3.12,3.98,0.24,80.48,0.91,-2.12,291.06,49.88,78677.3,41,一级
甘肃省,2016-06-21,15.67,18.73,2.45,3.81,0.23,82.3,-0.15,-1.1,290.69,45.61,78608.4,42,一级
甘肃省,2016-06-22,18.69,24.94,3.76,5.45,0.27,81.37,-1.89,-0.23,291.3,44.26,78578.75,41,一级
甘肃省,2016-06-23,25.98,30.01,3.24,3.22,0.21,81.16,-4.98,-1.16,290.59,49.82,78633.77,41,一级
甘肃省,2016-06-24,51.13,65.67,3.55,4.85,0.24,74.3,-2.88,0.49,289.7,50.1,78793.45,71,二级
甘肃省,2016-06-25,43.25,63.08,3.95,3.92,0.23,79.83,0.55,0.41,289.34,53.25,78863.54,61,二级
甘肃省,2016-06-26,24.37,35.37,3.08,3.8,0.24,85.12,2.61,-1.84,289.56,48.06,78859.21,43,一级
甘肃省,2016-06-27,18.78,28.02,2.25,4.15,0.22,88.09,2.25,-2.02,290.28,38.09,78721.94,45,一级
甘肃省,2016-06-28,12.45,17.3,1.98,4.69,0.22,90.82,0.68,-1.25,292.14,29.93,78707.13,46,一级
甘肃省,2016-06-29,14.15,23.17,3.19,5.87,0.27,89.13,0.66,-0.27,293.01,34.4,78687.58,45,一级
甘肃省,2016-06-30,18.49,26.83,2.95,3.68,0.24,88.47,0.95,-1.99,292.26,39.6,78679.84,45,一级
甘肃省,2016-07-01,13.91,17.41,2.71,3.23,0.2,89.98,0.66,-1.43,292.45,33.9,78549.02,45,一级
甘肃省,2016-07-02,12.84,20.61,2.93,5.98,0.28,94.95,-0.98,1.63,293.79,32.69,78320.68,48,一级
甘肃省,2016-07-03,15.94,25.45,4.22,5.35,0.32,95.13,-1.99,2.27,294.95,36.39,78165.72,48,一级
甘肃省,2016-07-04,25.17,40.78,4.55,4.72,0.33,90.59,-3.17,1.64,294.77,41.2,78202.34,46,一级
甘肃省,2016-07-05,32.49,46.98,6.51,4.1,0.34,89.58,-4.0,3.13,293.87,50.76,78311.3,47,一级
甘肃省,2016-07-06,34.5,45.02,6.6,3.43,0.33,89.06,-3.5,2.95,293.81,54.69,78358.01,50,一级
甘肃省,2016-07-07,29.72,38.47,6.66,3.69,0.33,83.16,-3.36,1.6,294.06,58.86,78299.67,43,一级
甘肃省,2016-07-08,29.21,42.92,6.21,3.91,0.3,70.13,-1.18,0.17,292.38,70.48,78347.89,43,一级
甘肃省,2016-07-09,19.21,26.41,4.97,4.01,0.29,64.43,0.6,-0.27,291.09,74.98,78462.72,33,一级
甘肃省,2016-07-10,19.5,24.39,4.32,3.95,0.29,68.78,0.22,-0.43,291.43,67.55,78494.17,35,一级
甘肃省,2016-07-11,14.99,19.03,3.56,3.46,0.24,76.34,0.23,-1.52,291.31,63.83,78593.45,39,一级
甘肃省,2016-07-12,12.81,17.07,2.87,4.5,0.26,76.54,0.27,-1.9,291.7,53.61,78657.32,39,一级
甘肃省,2016-07-13,12.28,16.3,2.72,4.31,0.24,82.55,1.27,-1.71,290.6,55.1,78683.78,42,一级
甘肃省,2016-07-14,10.64,13.92,2.32,4.22,0.23,91.76,2.78,-1.84,291.65,42.55,78619.83,46,一级
甘肃省,2016-07-15,10.28,15.98,2.34,4.79,0.24,87.52,-0.42,-0.8,292.59,36.44,78431.28,44,一级
甘肃省,2016-07-16,11.37,15.93,2.83,4.39,0.24,82.69,-2.32,-0.74,292.08,42.38,78568.92,42,一级
甘肃省,2016-07-17,14.74,22.04,4.47,5.27,0.3,85.19,-1.62,1.35,292.4,48.2,78506.49,43,一级
甘肃省,2016-07-18,15.91,21.47,4.94,4.23,0.32,86.52,-2.51,0.1,291.49,58.02,78347.85,44,一级
甘肃省,2016-07-19,18.09,25.04,4.82,4.41,0.29,87.64,-2.62,-0.91,293.41,45.45,78299.82,44,一级
甘肃省,2016-07-20,33.85,49.06,6.36,4.58,0.3,87.7,-0.76,-0.58,292.44,49.59,78388.6,50,一级
甘肃省,2016-07-21,25.05,36.41,5.19,4.61,0.3,81.81,1.53,-1.12,290.83,63.21,78584.0,41,一级
甘肃省,2016-07-22,19.34,25.58,4.12,4.28,0.29,79.06,0.18,-0.83,291.56,54.32,78529.0,40,一级
甘肃省,2016-07-23,17.05,23.13,3.8,4.79,0.31,75.68,-2.59,0.98,291.88,57.26,78408.76,38,一级
甘肃省,2016-07-24,18.5,22.6,3.81,2.96,0.27,77.02,-0.72,-0.11,290.19,70.23,78692.16,39,一级
甘肃省,2016-07-25,17.83,23.52,3.14,4.26,0.24,74.55,1.58,-1.66,291.37,57.11,78924.68,38,一级
甘肃省,2016-07-26,11.86,17.24,2.66,4.61,0.25,79.5,1.54,-1.55,292.17,46.41,78911.89,40,一级
甘肃省,2016-07-27,9.53,14.77,1.95,4.85,0.24,81.67,1.8,-1.17,294.14,34.67,78808.91,41,一级
甘肃省,2016-07-28,9.69,15.47,2.65,5.86,0.27,82.22,-0.06,0.41,295.49,33.65,78636.5,42,一级
甘肃省,2016-07-29,13.31,21.89,4.08,6.66,0.33,82.02,-2.59,2.11,296.21,36.51,78432.56,42,一级
甘肃省,2016-07-30,21.02,29.04,5.62,4.99,0.32,82.48,-3.86,2.0,296.24,41.55,78461.52,42,一级
甘肃省,2016-07-31,36.12,42.75,6.2,4.1,0.33,83.57,-4.69,1.91,295.78,45.89,78542.07,52,二级
甘肃省,2016-08-01,48.77,58.87,6.69,3.47,0.32,82.84,-4.86,2.74,295.65,48.68,78463.42,68,二级
甘肃省,2016-08-02,70.24,59.67,6.75,3.31,0.36,76.79,-2.17,2.24,293.98,57.5,78552.64,95,二级
甘肃省,2016-08-03,49.2,73.08,5.8,3.69,0.37,76.87,-2.26,2.16,294.03,57.19,78605.57,68,二级
甘肃省,2016-08-04,36.68,54.88,6.13,3.81,0.4,81.94,-2.48,1.11,294.45,57.23,78711.05,53,二级
甘肃省,2016-08-05,32.3,45.4,7.74,4.29,0.42,88.32,-3.35,0.06,295.0,53.58,78815.56,47,一级
